OBJECTID,STRKAFS,NAVN,FORKORTELSE,FRA_KM,TIL_KM,KM,BANEKLASSE,BEMAERKNING,BTRTYPE,CENTER_UTM_X,CENTER_UTM_Y,HVDSTRK,HVDSTRK_NAVN,HVDSTRK_FORK,DELSTRK_NAVN,DELSTRK_FORK,DELSTRK,BANENR,BANENR_NAVN,BANENR_FORK,KPMSTRK,RELEASE,RELEASEDATO,STRKAFS_PARENT,TIB,SOURCEOBJECTID,BTRTYPETEKST,BANEKLASSETEKST,CENTER_GPS_X,CENTER_GPS_Y,GLOBALID,Shape__Area,Shape__Length
367345,16074,Fjenneslev - Sorø,Fj-So,72.792,77.555,,2,,1,,,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,2031,Fri Bane,Hovedbane,,,42707d7f-319f-4fcd-a04c-62bcd4c7fe46,127454.664794922,9603.7257426471
367346,16079,Sorø,So,77.555,79.505,78.342,2,,2,662616.3107833,6144437.34344111,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,1831,Station,Hovedbane,11.56928497,55.41914092,8f44269a-d6ed-4b5b-964b-6c9c019e67e9,76208.7629394531,3998.47121775053
367347,16080,Sorø - Slagelse,So-Sg,79.505,91.77,,2,,1,,,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,24162,Fri Bane,Hovedbane,,,bad03735-fb29-4b37-8c23-629c37e55631,337038.712890625,24693.6395413152
367348,16093,Slagelse,Sg,91.77,94.169,92.91,2,,2,648714.18877832,6142641.09845902,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,"1,615",24161,Station,Hovedbane,11.3488947,55.40742771,8d927933-73b2-44c0-aea0-eedd22e7013a,163949.237060547,5536.75886927
367349,11000,København H,Kh,0,1.763,0,2,,2,724209.6955094,6175420.59338314,1,København H - Nyborg,Kh-Ng,København H,Kh,11000,11a,København H - (Høje Taastrup),Kh-Htå,1,,6/17/2026 8:54:23 AM,,"1,6,10,11",28530,Station,Hovedbane,12.56572955,55.67272707,dc70ebec-0321-4368-98aa-26420b592907,233633.734863281,8043.56579829958
367350,12002,København H - Hvidovre Fjern,Kh-Hif,1.763,6.23,,2,,1,,,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11a,København H - (Høje Taastrup),Kh-Htå,1,,6/17/2026 8:54:23 AM,,1,2040,Fri Bane,Hovedbane,,,b4581a84-410d-40e7-aef2-c2bb7c8b29cd,109775.224121094,10283.7469438996
367351,12003,Valby,Val,3.884,4.195,3.925,2,,4,721043.65591996,6174249.85605736,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11a,København H - (Høje Taastrup),Kh-Htå,1,,6/17/2026 8:54:23 AM,12002,1,2434,Trinbræt,Hovedbane,12.51454299,55.66367817,3f06a93e-53c3-4dda-87cc-d1216de484b3,7674.607421875,673.139396898197
367352,12007,Hvidovre Fjern,Hif,6.23,8.37,7.3,2,,3,717665.13841265,6174181.6675589,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11a,København H - (Høje Taastrup),Kh-Htå,1,,6/17/2026 8:54:23 AM,,"1,11",1830,Teknisk Station,Hovedbane,12.46088205,55.66459157,a39cf0ae-bace-411a-87ca-4a34669c686c,58873.1596679688,4394.47961026945
367353,12010,Hvidovre Fjern - Glostrup,Hif-Gl,8.37,10.594,,2,,1,,,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11a,København H - (Høje Taastrup),Kh-Htå,1,,6/17/2026 8:54:23 AM,,1,2071,Fri Bane,Hovedbane,,,9e6613c0-90df-47bb-b3db-fd331b64969a,42170.4248046875,4500.27595958744
367354,12011,Glostrup,Gl,10.594,12.526,11.214,2,,2,713783.22773078,6173801.25641352,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11a,København H - (Høje Taastrup),Kh-Htå,1,,6/17/2026 8:54:23 AM,,1,1846,Station,Hovedbane,12.3989864,55.66290273,7d49c1b2-b1ca-4d5e-b751-d89a8990c463,257190.582519531,16562.1049592991
367355,12014,Glostrup - Høje Taastrup,Gl-Htå,12.526,18.204,,2,,1,,,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11a,København H - (Høje Taastrup),Kh-Htå,1,,6/17/2026 8:54:23 AM,,1,1870,Fri Bane,Hovedbane,,,def17206-8d8c-4673-96d7-966476e6a92c,135104.622070313,11389.6509456385
367356,12019,Høje Taastrup,Htå,18.204,20.987,19.5,2,,2,705738.00738253,6171812.63251123,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11b,Høje Taastrup - Roskilde,Htå-Ro,1,,6/17/2026 8:54:23 AM,,1,35313,Station,Hovedbane,12.26982318,55.64853593,044538a5-7437-42dc-a770-1645bbacbebd,369197.489501953,9999.79260009818
367357,12022,Høje Taastrup - Roskilde,Htå-Ro,20.987,30.089,,2,,1,,,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11b,Høje Taastrup - Roskilde,Htå-Ro,1,,6/17/2026 8:54:23 AM,,1,1991,Fri Bane,Hovedbane,,,5894d7d2-a661-4a96-8cf2-8091bbac674e,435009.941894531,20006.7254719759
367358,12025,Hedehusene,Hh,24.032,24.29,24.176,2,,4,701163.8601669,6171610.86637825,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11b,Høje Taastrup - Roskilde,Htå-Ro,1,,6/17/2026 8:54:23 AM,12022,1,2455,Trinbræt,Hovedbane,12.19710633,55.64863981,24aacf77-71fa-40c2-9f5d-ce2e1333bfb7,12906.7426757813,595.200087741276
367359,12029,Trekroner,Trk,28.215,28.472,28.3,2,,4,697106.31543937,6171328.80470264,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11b,Høje Taastrup - Roskilde,Htå-Ro,1,,6/17/2026 8:54:23 AM,12022,1,2409,Trinbræt,Hovedbane,12.13252657,55.647771,ca8dc435-4e08-44f1-a868-15c76e6a16be,12345.22265625,603.230620610566
367360,12519,Høje Taastrup kombiterminal,Htås,20.92,22.005,,2,,10,704559.062272,6170730.98626118,1,København H - Nyborg,Kh-Ng,København H - Roskilde,Kh-Ro,12000,11b,Høje Taastrup - Roskilde,Htå-Ro,1,,6/17/2026 8:54:23 AM,,,35316,Kombiterminal,Hovedbane,12.25031545,55.6393299,c659a4c7-c271-4299-af79-f1414867f1c3,96263.6022949219,2157.12543276813
367361,13000,Roskilde,Ro,30.089,32.927,31.253,2,,2,694409.80758646,6170239.49275213,1,København H - Nyborg,Kh-Ng,Roskilde,Ro,13000,11b,Høje Taastrup - Roskilde,Htå-Ro,1,,6/17/2026 8:54:23 AM,,"1,4,5",1837,Station,Hovedbane,12.08897245,55.63908291,8821adca-ec5f-4406-85b8-147a5d72e0f5,201836.648681641,6181.1987849211
367362,14034,Roskilde - Viby Sjælland,Ro-Vy,32.927,41.592,,2,,1,,,1,København H - Nyborg,Kh-Ng,Roskilde - Ringsted,Ro-Rg,14000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,1,2114,Fri Bane,Hovedbane,,,678f1c58-1c49-46b4-8e44-217b2c27c205,304814.872558594,17535.698263848
367363,14043,Viby Sjælland,Vy,41.592,43.547,42.475,2,,2,690782.89120713,6160122.0637972,1,København H - Nyborg,Kh-Ng,Roskilde - Ringsted,Ro-Rg,14000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,1,2207,Station,Hovedbane,12.02443871,55.54973557,754ca7dc-af03-45fa-aeb2-d5806e0a5f6d,82625.9560546875,4081.20744540543
367364,14044,Viby Sjælland - Borup,Vy-Bo,43.547,48.802,,2,,1,,,1,København H - Nyborg,Kh-Ng,Roskilde - Ringsted,Ro-Rg,14000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,1,1779,Fri Bane,Hovedbane,,,3be7dbf6-c701-42d3-9d38-b23f8b124828,172860.775634766,10715.1735139854
367365,14049,Borup,Bo,48.802,50.55,49.725,2,,2,687755.54613743,6153853.34164924,1,København H - Nyborg,Kh-Ng,Roskilde - Ringsted,Ro-Rg,14000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,1,2233,Station,Hovedbane,11.97227275,55.49465716,ad599b2f-cec7-4dfe-b300-cfc80e46852b,67094.71875,3589.23347669323
367366,14052,Borup - Kværkeby,Bo-Ky,50.55,55.913,,2,,1,,,1,København H - Nyborg,Kh-Ng,Roskilde - Ringsted,Ro-Rg,14000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,1,10911,Fri Bane,Hovedbane,,,45329dbd-d3e6-4939-8fc1-afadbb57379a,154871.293212891,10829.2226724333
367367,14057,Kværkeby,Ky,55.913,57.781,56.605,2,,3,683346.93828002,6148828.26356326,1,København H - Nyborg,Kh-Ng,Roskilde - Ringsted,Ro-Rg,14000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,1,10912,Teknisk Station,Hovedbane,11.899269,55.45123405,1be426c0-d7de-4030-8cf6-26f337f5311e,48552.904296875,3785.72304295298
367368,14058,Kværkeby - Ringsted,Ky-Rg,57.781,61.494,,2,,1,,,1,København H - Nyborg,Kh-Ng,Roskilde - Ringsted,Ro-Rg,14000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,1,11217,Fri Bane,Hovedbane,,,fe9c4068-f74b-421d-82ef-f9d3940e4394,82400.2478027344,7478.07736750216
367369,15000,Ringsted,Rg,61.494,65.332,63.904,2,,2,676284.41528957,6147086.05978011,1,København H - Nyborg,Kh-Ng,Ringsted,Rg,15000,12,(Roskilde) - Ringsted,Ro-Rg,1,,6/17/2026 8:54:23 AM,,"1,2,6",17349,Station,Hovedbane,11.78663708,55.43819063,d43019bd-eb1f-47b9-8c2c-7bf21496ee76,364947.255126953,14447.8826882825
367370,16066,Ringsted - Fjenneslev,Rg-Fj,65.332,70.608,,2,,1,,,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,1868,Fri Bane,Hovedbane,,,e30e0f13-63bb-4d2f-982c-44a859bc09cd,123557.846435547,10590.1968038606
367371,16071,Fjenneslev,Fj,70.608,72.792,71.5,2,,3,668840.16089576,6147232.30032067,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,1905,Teknisk Station,Hovedbane,11.66919582,55.44212504,d1349bdf-77bd-4b37-929c-e107fb4bda26,49355.8681640625,4422.6042971189
367372,24097,Mogenstrup,Mog,96,96.4,96.2,7,,3,679421.15,6120101.91,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,34355,Teknisk Station,Regionalbane,11.81890689,55.19486926,eaf1ce9c-b3db-4294-ae5b-b54bb1af2fb1,415331.792480469,3851.623410385
367373,24098,Mogenstrup - Lundby,Mog-Lu,96.4,105.4,,7,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,34356,Fri Bane,Regionalbane,,,d5a7e4c0-d749-4ffa-85cf-3786592da851,314348.951416016,18370.6533469056
367374,24109,Lundby,Lu,105.4,107,106.728,7,,2,683080.11062731,6110745.89533885,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24817,Station,Regionalbane,11.87027359,55.10955882,e25c686d-9c7d-4444-830a-e8e1b09649a6,70753.9477539063,3382.45167014362
367375,24110,Lundby - Vordingborg,Lu-Vo,107,116.2,,7,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24820,Fri Bane,Regionalbane,,,fd8e1839-bdc1-471b-b837-e36c0f967c90,280554.271484375,18883.1917957106
367376,24121,Vordingborg,Vo,116.2,119.4,118.113,7,,2,685420.1414969,6100047.78515307,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24834,Station,Regionalbane,11.89995271,55.01267635,c6167fb9-cd97-4928-9f14-8e126dcf30ac,169678.30859375,9222.94780607695
367377,24122,Vordingborg - Masnedø,Vo-Mn,119.4,121.2,,7,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24836,Fri Bane,Regionalbane,,,78bc8ea8-3482-422e-96a1-3f6b411cb0e8,77681.4624023438,3753.09725449709
367378,24123,Masnedø,Mn,121.2,122.6,121.9,7,Gl. km,3,685211.16174599,6096662.17620319,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24882,Teknisk Station,Regionalbane,11.89449904,54.9823685,6306517d-c6f8-4e5c-bb2e-787b896a21f3,90776.5986328125,2939.7982050653
367379,24124,Masnedø - Orehoved,Mn-Oh,122.6,126.2,,7,Ny og gl. km,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24849,Fri Bane,Regionalbane,,,d4f88412-2491-4767-b9de-f1488b51a26c,105594.493164063,8208.68029999963
367380,26003,Orehoved,Oh,126.2,128.2,126.882,7,,3,683721.767,6091764.777,2,Vigerslev - Rødby Færge,Ig-Rf,Orehoved - Nykøbing Falster,Oh-Nf,26000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24850,Teknisk Station,Regionalbane,11.86812011,54.93896466,4acbf00d-bc3e-4ca6-b530-804b86ccee68,91553.8022460938,4187.43557143532
367381,26004,Orehoved - Eskilstrup,Oh-Ek,128.2,135,,7,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Orehoved - Nykøbing Falster,Oh-Nf,26000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,1002,24804,Fri Bane,Regionalbane,,,8abff54b-ba7b-45af-ab86-6aebb6335b07,232789.155761719,13956.7210280606
367382,16096,Slagelse - Forlev,Sg-Fo,94.169,99.604,,2,,1,,,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,1778,Fri Bane,Hovedbane,,,eda33ec5-2faa-456a-8fe9-120bcd665973,195901.287109375,11026.9806325687
367383,16101,Forlev,Fo,99.604,101.803,100,2,,3,643067.8244094,6138833.74978314,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,1859,Teknisk Station,Hovedbane,11.25784142,55.37492147,660cbdf0-161f-4037-b239-08964e2982df,67046.0087890625,4470.58316687264
367384,16102,Forlev - Korsør,Fo-Kø,101.803,107.183,,2,,1,,,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,13,(Ringsted) - (Korsør),Rg-Kø,1,,6/17/2026 8:54:23 AM,,1,2076,Fri Bane,Hovedbane,,,5ca847e3-fc55-447a-ac13-b67fc631d8ad,141111.574707031,10916.3175349924
367385,16111,Korsør,Kø,107.183,109.882,108.268,2,,2,635356.48902267,6136603.8505782,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,14,Korsør - Nyborg,Kø-Ng,1,,6/17/2026 8:54:23 AM,,1,2199,Station,Hovedbane,11.13516262,55.35708377,39ef8904-0111-45e1-b778-c5cf85d0f6fd,205113.018310547,9103.49644700576
367386,16114,Korsør - Sprogø,Kø-Spr,109.882,119.401,,2,,1,,,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,14,Korsør - Nyborg,Kø-Ng,1,,6/17/2026 8:54:23 AM,,1,29454,Fri Bane,Hovedbane,,,364a4f3c-3221-4e28-9367-3bd13a612141,541113.38671875,43043.3506566455
367387,16121,Sprogø,Spr,119.401,121.579,120.2,2,,3,624341.72937968,6133381.25489486,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,14,Korsør - Nyborg,Kø-Ng,1,,6/17/2026 8:54:23 AM,,1,1903,Teknisk Station,Hovedbane,10.96010043,55.33105337,a7f6f8a1-4705-418a-829f-8a5a98671b22,75126.9304199219,4420.36893142763
367388,16124,Sprogø - Nyborg,Spr-Ng,121.579,129.843,,2,,1,,,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,14,Korsør - Nyborg,Kø-Ng,1,,6/17/2026 8:54:23 AM,,1,1789,Fri Bane,Hovedbane,,,486298ce-c506-409f-be04-a4d6608cf524,287449.130615234,16580.724739362
367389,16127,Nyborg,Ng,129.843,132.968,131.6,2,,2,614431.2968207,6131192.84649444,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,14,Korsør - Nyborg,Kø-Ng,1,,6/17/2026 8:54:23 AM,,1,1926,Station,Hovedbane,10.80307185,55.31380368,fc0c6a2f-9c3e-4bfe-88c5-94b3aa080b5a,232262.214599609,15914.7464103858
367390,16785,Frederikslund,Fr,85.144,86.905,,2,,5,655300.8271,6142949.3071,1,København H - Nyborg,Kh-Ng,Ringsted - Nyborg,Rg-Ng,16000,14,Korsør - Nyborg,Kø-Ng,1,,6/17/2026 8:54:23 AM,16080,1,1622,VM-station,Hovedbane,11.45299572,55.40815368,05580ad7-f0fa-4ed5-9fa1-99c83e2c7eb1,36316.44921875,3587.32608323281
367391,20006,Vigerslev - Avedøre Havnevej,Ig-Avh,6.33,9,,2,"Ig-Rg, ATC 072008 i ProArc 020999",1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Vigerslev - Køge Nord,Ig-Avh,20000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,"6,1006",25169,Fri Bane,Hovedbane,,,414971e5-3111-402e-a5b0-d55c099d077d,91601.9970703125,5413.41354393
367392,20009,Avedøre Havnevej,Avh,9,9.4,9.131,2,,3,717069.8386,6172306.525,2,Vigerslev - Rødby Færge,Ig-Rf,Vigerslev - Køge Nord,Ig-Avh,20000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25170,Teknisk Station,Hovedbane,12.44995498,55.64803942,a1873d88-45f8-4626-b407-1f44e9d5c325,13705.13671875,868.294965191468
367393,20010,Avedøre Havnevej - Kildebrønde,Avh-Kib,9.4,20.6,,2,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Vigerslev - Køge Nord,Ig-Avh,20000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25171,Fri Bane,Hovedbane,,,fceba9d7-8a8d-4ff2-808e-18c1eda633db,383766.781738281,22448.8291033426
367394,20021,Kildebrønde,Kib,20.6,22.8,21.686,2,,3,706970.4503,6166721.633,2,Vigerslev - Rødby Færge,Ig-Rf,Vigerslev - Køge Nord,Ig-Avh,20000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25186,Teknisk Station,Hovedbane,12.28554788,55.60234307,2bfc1f06-5f0a-432a-a998-93f0d57fd8d1,75394.9953613281,4468.31778655923
367395,20024,Kildebrønde - Jersie Fjern,Kib-Jsf,22.8,31.8,,2,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Vigerslev - Køge Nord,Ig-Avh,20000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25187,Fri Bane,Hovedbane,,,bc8bc70f-67d6-400e-82de-8297706d18ea,308515.958007813,18070.3273335291
367396,20033,Jersie Fjern,Jsf,31.8,33.8,32.748,2,,3,701117.117,6157448.4401,2,Vigerslev - Rødby Færge,Ig-Rf,Vigerslev - Køge Nord,Ig-Avh,20000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25190,Teknisk Station,Hovedbane,12.1860465,55.52159936,711404cc-ab91-4aa2-86f4-d2aa6e1b5668,68567.5075683594,4069.4109679053
367397,20034,Jersie Fjern - Køge Nord,Jsf-Kjn,33.8,34,,2,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Vigerslev - Køge Nord,Ig-Avh,20000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25191,Fri Bane,Hovedbane,,,93e14650-27e5-4c1a-8d2d-e66818cab840,7205.58935546875,473.020424951415
367398,21000,Køge Nord,Kjn,34,35.8,35.306,2,,2,700369.3146,6155001.9262,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,"1004,1006",25224,Station,Hovedbane,12.17245283,55.49995682,c445eb1f-849f-41a0-9aad-dc333be01e21,129347.344482422,5789.35842517808
367399,21036,Køge Nord - Lellinge,Kjn-Lel,35.8,38.8,,2,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25223,Fri Bane,Hovedbane,,,f65a79f7-cc07-4bb6-97a8-a4d65cad5e2b,101777.688720703,6069.84696519298
367400,21039,Lellinge,Lel,38.8,40.4,39.563,2,,3,697404.9263,6152694.8678,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25226,Teknisk Station,Hovedbane,12.12395627,55.48046306,43cb7f4d-abfe-4037-bd2a-985432efc84d,61376.1735839844,3268.97733574459
367401,21042,Lellinge - Bjæverskov,Lel-Bjs,40.4,45,,2,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25227,Fri Bane,Hovedbane,,,b1e938fb-7ff9-4ca7-956e-b27da1b0e7eb,157706.010009766,9269.30657601463
367402,21047,Bjæverskov,Bjs,45,47.2,46.097,2,,3,691328.9695,6150559.3949,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,25442,Teknisk Station,Hovedbane,12.02648643,55.46371497,03ecce24-5221-4639-abc2-a57d9ba9bb8f,75262.8344726563,4460.63842485084
367403,21048,Bjæverskov - Adamshøj,Bjs-Ada,47.2,57.4,,2,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,32513,Fri Bane,Hovedbane,,,127188fb-4b81-486e-8764-dc8b00665817,295130.681884766,20480.7923432582
367404,21059,Adamshøj,Ada,57.4,57.8,57.6,2,,3,,,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,1006,32515,Teknisk Station,Hovedbane,,,61303e78-1dcf-4b98-ab10-8a40b173e5a1,8813.72631835938,847.322451381928
367405,21060,Adamshøj - Ringsted,Ada-Rg,57.8,61.394,,2,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Køge Nord - Ringsted,Kjn-Rg,21000,20,(Vigerslev) - (Ringsted),Ig-Rg,2,,6/17/2026 8:54:23 AM,,"6,1006",32514,Fri Bane,Hovedbane,,,0be04207-1dbd-49f9-8e4a-d42026daa5da,24708.6257324219,2806.86439719669
367406,22066,Ringsted - Næstved,Rg-Næ,66.325,89.495,,7,"Ændres ved Mbæ ibrug 2028 til  22002 og 22014 (Ny slut-km er 89,546) ",1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Ringsted - Næstved,Rg-Næ,22000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,2,20898,Fri Bane,Regionalbane,,,cf86b73a-8a50-4e41-bd57-10501a47528e,1144295.24316406,46786.105277432
367407,22075,Glumsø,Gz,75.835,76.132,75.984,7,Ændres ved Mbæ ibrug. 2028 til 22011,4,671006.484,6137195.526,2,Vigerslev - Rødby Færge,Ig-Rf,Ringsted - Næstved,Rg-Næ,22000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,22066,2,20906,Trinbræt,Regionalbane,11.69725578,55.35128513,3145a842-98a4-4878-ba1e-6182d7b68a8f,14502.6354980469,729.758595869015
367408,23000,Næstved,Næ,89.495,93.132,90.706,7,Km ændres - afventer nye Km-tavler,2,675974.43996137,6124020.87742815,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved,Næ,23000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,"2,4",1835,Station,Regionalbane,11.7672674,55.23128318,b9cab00f-1279-4fcf-bb66-80f05a48bd8e,264930.513427734,15442.5971979421
367409,24096,Næstved - Mogenstrup,Næ-Mog,93.132,96,,7,,1,,,2,Vigerslev - Rødby Færge,Ig-Rf,Næstved - Orehoved,Næ-Oh,24000,21,(Ringsted) - Nykøbing Falster,Rg-Nf,2,,6/17/2026 8:54:23 AM,,"2,1002",30412,Fri Bane,Regionalbane,,,a7e196c8-ce69-4419-b0c5-d7cb678b5d96,85516.3415527344,5710.43211190244
367410,28033,Rødby Øst,Rfø,180.6,181.816,181.2,3,Gammel kilometrering,3,653537.39011489,6060192.46394323,2,Vigerslev - Rødby Færge,Ig-Rf,Nykøbing Falster - Rødby Færge,Nf-Rf,28000,22,(Nykøbing Falster) - Rødby Færge,Nf-Rf,2,,6/17/2026 8:54:23 AM,,1002,8982,Teknisk Station,Lokalbane I,11.38067646,54.66567982,0685eb36-9087-42f3-9102-7e886edba361,46760.6394042969,3553.45906432961
